User,Artist,Plays
User 603,iron maiden,1849
User 603,pink floyd,1450
User 603,led zeppelin,622
User 603,tool,515
User 603,tom waits,462
User 603,system of a down,331
User 603,opeth,277
User 603,david bowie,244
User 603,the doors,215
User 603,bob dylan,210
User 604,ac/dc,7685
User 604,iron maiden,5322
User 604,in flames,4375
User 604,rammstein,1799
User 604,metallica,1646
User 604,disturbed,1642
User 604,marilyn manson,1440
User 604,slipknot,1220
User 604,koЯn,1153
User 604,the offspring,1104
User 604,my chemical romance,982
User 604,sonata arctica,937
User 605,bob dylan,17539
User 605,blink-182,2483
User 605,the smashing pumpkins,2213
User 605,amy winehouse,916
User 605,oasis,703
User 605,bloc party,695
User 605,koЯn,634
User 605,britney spears,537
User 605,red hot chili peppers,495
User 605,muse,456
User 605,the beatles,427
User 605,moby,422
User 605,kanye west,400
User 605,linkin park,355
User 605,nirvana,345
User 605,johnny cash,341
User 605,tom waits,335
User 606,nine inch nails,10979
User 606,a perfect circle,5891
User 606,tool,3332
User 606,opeth,2907
User 606,in flames,1145
User 606,dream theater,997
User 606,the offspring,757
User 606,system of a down,544
User 606,slipknot,522
User 606,disturbed,504
User 606,children of bodom,468
User 606,rammstein,449
User 606,koЯn,411
User 606,nirvana,370
User 607,the beatles,3206
User 607,metallica,2615
User 607,nirvana,2332
User 607,the doors,2293
User 607,the white stripes,2176
User 607,red hot chili peppers,1483
User 607,tool,1372
User 607,radiohead,1143
User 607,the strokes,1023
User 607,a perfect circle,896
User 607,incubus,859
User 607,led zeppelin,855
User 607,nine inch nails,800
User 607,pixies,792
User 607,jack johnson,714
User 607,arctic monkeys,684
User 607,pearl jam,663
User 607,ac/dc,661
User 607,the smashing pumpkins,640
User 607,queens of the stone age,616
User 607,death cab for cutie,583
User 607,coldplay,570
User 607,arcade fire,483
User 607,the killers,475
User 607,rage against the machine,457
User 607,r.e.m.,446
User 607,pink floyd,435
User 608,radiohead,12822
User 608,muse,3219
User 608,massive attack,1856
User 608,coldplay,1686
User 608,portishead,1614
User 608,placebo,1556
User 608,red hot chili peppers,1214
User 608,interpol,1196
User 608,moby,806
User 608,nirvana,706
User 608,sigur rós,567
User 608,gorillaz,503
User 608,the killers,443
User 608,bob dylan,431
User 608,the doors,347
User 608,the prodigy,303
User 609,linkin park,6262
User 609,red hot chili peppers,4521
User 609,coldplay,3931
User 609,jack johnson,2550
User 609,blink-182,1755
User 609,the strokes,1437
User 609,the killers,1221
User 609,foo fighters,1217
User 609,bloc party,1211
User 609,arctic monkeys,1195
User 609,fall out boy,966
User 609,green day,956
User 609,the kooks,855
User 609,system of a down,714
User 609,avril lavigne,475
User 610,the beatles,3512
User 610,system of a down,3258
User 610,dream theater,3208
User 610,foo fighters,2738
User 610,coldplay,2225
User 610,pink floyd,2037
User 610,led zeppelin,1860
User 610,red hot chili peppers,1538
User 610,metallica,1225
User 610,queens of the stone age,989
User 610,muse,936
User 610,in flames,812
User 610,rage against the machine,764
User 610,nirvana,692
User 610,pearl jam,676
User 610,ac/dc,570
User 610,iron maiden,500
User 610,megadeth,458
User 610,green day,431
User 610,the doors,417
User 610,bob dylan,397
User 611,marilyn manson,8128
User 611,slipknot,3404
User 611,rage against the machine,2996
User 611,placebo,2314
User 611,coldplay,1686
User 611,the prodigy,1414
User 611,children of bodom,1287
User 611,nightwish,1263
User 611,blink-182,1226
User 611,koЯn,1201
User 611,eminem,1054
User 611,rammstein,976
User 611,gorillaz,547
User 611,red hot chili peppers,528
User 611,disturbed,514
User 611,queens of the stone age,387
User 611,system of a down,303
User 612,radiohead,5592
User 612,depeche mode,4399
User 612,the cure,2067
User 612,interpol,1903
User 612,beck,1752
User 612,nirvana,1444
User 612,arcade fire,1349
User 612,david bowie,1180
User 612,u2,1132
User 612,nine inch nails,1010
User 612,the smiths,924
User 612,the smashing pumpkins,853
User 612,boards of canada,802
User 612,franz ferdinand,802
User 612,moby,798
User 612,sigur rós,721
User 612,sufjan stevens,718
User 612,r.e.m.,633
User 612,pixies,616
User 612,the white stripes,501
User 613,porcupine tree,9221
User 613,rammstein,6862
User 613,metallica,4313
User 613,evanescence,3384
User 613,tool,1717
User 613,depeche mode,1512
User 613,linkin park,1030
User 613,johnny cash,633
User 613,led zeppelin,520
User 614,nightwish,9851
User 614,metallica,4740
User 614,the offspring,4157
User 614,sonata arctica,2828
User 614,system of a down,2714
User 614,rammstein,2447
User 614,children of bodom,1104
User 614,opeth,726
User 614,tool,333
User 614,koЯn,278
User 615,coldplay,4845
User 615,daft punk,4052
User 615,u2,2643
User 615,arctic monkeys,2590
User 615,red hot chili peppers,2539
User 615,oasis,2504
User 615,the killers,1973
User 615,linkin park,1337
User 615,rage against the machine,1133
User 615,the kooks,710
User 615,franz ferdinand,661
User 615,bloc party,635
User 615,rammstein,513
User 615,gorillaz,507
User 615,the beatles,434
User 615,kings of leon,354
User 615,led zeppelin,304
User 615,fall out boy,303
User 615,system of a down,281
User 615,radiohead,274
User 615,foo fighters,191
User 615,ac/dc,190
User 615,pink floyd,190
User 616,linkin park,3926
User 616,in flames,3880
User 616,disturbed,3731
User 616,koЯn,3558
User 616,children of bodom,3061
User 616,the offspring,2245
User 616,metallica,2025
User 616,bad religion,1705
User 616,system of a down,1365
User 616,rammstein,1307
User 616,nightwish,852
User 616,rage against the machine,755
User 616,the killers,747
User 617,oasis,12055
User 617,belle and sebastian,3427
User 617,the smiths,2743
User 617,arctic monkeys,1626
User 617,the beatles,1259
User 617,elliott smith,1165
User 617,joy division,1089
User 617,arcade fire,974
User 617,radiohead,949
User 617,death cab for cutie,933
User 617,the shins,932
User 617,the kooks,919
User 617,the strokes,574
User 617,sufjan stevens,506
User 618,nightwish,11967
User 618,iron maiden,7318
User 618,sonata arctica,5684
User 618,children of bodom,3236
User 618,dream theater,460
User 618,rammstein,288
User 618,metallica,193
User 619,pink floyd,4410
User 619,radiohead,3834
User 619,porcupine tree,3201
User 619,led zeppelin,2373
User 619,bob dylan,2178
User 619,david bowie,1924
User 619,the white stripes,1880
User 619,coldplay,1701
User 619,the beatles,1547
User 619,the rolling stones,1224
User 619,franz ferdinand,817
User 619,muse,798
User 619,tom waits,628
User 619,red hot chili peppers,507
User 619,portishead,500
User 619,ac/dc,498
User 619,oasis,462
User 619,queen,366
User 619,nirvana,295
User 620,bright eyes,15900
User 620,the beatles,9248
User 620,death cab for cutie,1377
User 620,elliott smith,825
User 620,sufjan stevens,702
User 620,the shins,383
User 620,arcade fire,297
User 620,bob dylan,239
User 620,coldplay,169
User 621,nine inch nails,3252
User 621,system of a down,1785
User 621,the killers,1622
User 621,red hot chili peppers,1587
User 621,radiohead,1519
User 621,foo fighters,1496
User 621,the beatles,1333
User 621,incubus,1167
User 621,the white stripes,1132
User 621,modest mouse,931
User 621,the offspring,863
User 621,rage against the machine,830
User 621,green day,826
User 621,coldplay,821
User 621,rise against,765
User 621,beck,706
User 621,blink-182,672
User 621,the smashing pumpkins,665
User 621,tool,647
User 621,death cab for cutie,643
User 621,fall out boy,634
User 621,daft punk,616
User 621,linkin park,615
User 621,pearl jam,607
User 621,muse,515
User 621,nirvana,513
User 621,queens of the stone age,506
User 621,the strokes,463
User 621,gorillaz,457
User 621,the shins,359
User 621,bloc party,301
User 621,kings of leon,283
User 622,the cure,5035
User 622,depeche mode,3849
User 622,the beatles,2800
User 622,radiohead,2629
User 622,nine inch nails,2529
User 622,led zeppelin,1780
User 622,r.e.m.,1608
User 622,blink-182,1497
User 622,the clash,1399
User 622,metallica,1369
User 622,ac/dc,1266
User 622,tori amos,1164
User 622,red hot chili peppers,1123
User 622,ramones,1063
User 623,koЯn,15409
User 623,blink-182,2832
User 623,the beatles,2011
User 623,marilyn manson,1922
User 623,green day,1216
User 623,queen,1040
User 623,ramones,813
User 623,slipknot,652
User 623,nirvana,473
User 623,the offspring,438
User 623,system of a down,416
User 623,linkin park,392
User 623,the white stripes,375
User 623,eminem,300
User 623,nofx,250
User 623,my chemical romance,244
User 623,arctic monkeys,178
User 623,the prodigy,147
User 624,the strokes,3968
User 624,foo fighters,2016
User 624,muse,1934
User 624,red hot chili peppers,1824
User 624,the shins,1632
User 624,the killers,1622
User 624,interpol,1601
User 624,the beatles,1588
User 624,franz ferdinand,1489
User 624,sufjan stevens,1404
User 624,arctic monkeys,1128
User 624,the white stripes,1086
User 624,the kooks,1059
User 624,linkin park,822
User 624,bloc party,715
User 624,oasis,704
User 624,belle and sebastian,694
User 624,the offspring,655
User 624,radiohead,607
User 624,green day,588
User 624,arcade fire,564
User 624,modest mouse,535
User 624,queens of the stone age,449
User 624,elliott smith,414
User 625,tegan and sara,18158
User 625,marilyn manson,1192
User 625,placebo,1102
User 625,koЯn,995
User 625,paramore,947
User 625,eminem,658
User 625,muse,656
User 625,linkin park,624
User 625,the offspring,610
User 625,queens of the stone age,526
User 625,metallica,525
User 625,evanescence,518
User 625,bloc party,415
User 625,the white stripes,355
User 625,system of a down,335
User 625,my chemical romance,324
User 625,slipknot,307
User 625,nirvana,288
User 625,britney spears,278
User 625,arctic monkeys,272
User 626,nine inch nails,9511
User 626,joy division,5611
User 626,interpol,5465
User 626,queens of the stone age,2491
User 626,the cure,1924
User 626,marilyn manson,1060
User 626,radiohead,906
User 626,in flames,714
User 626,tool,632
User 626,placebo,591
User 626,boards of canada,160
User 627,depeche mode,3761
User 627,pixies,3515
User 627,boards of canada,3349
User 627,radiohead,3277
User 627,massive attack,3082
User 627,interpol,2502
User 627,nine inch nails,2257
User 627,the smiths,2017
User 627,nirvana,1746
User 627,björk,1382
User 627,tool,1248
User 627,portishead,911
User 628,linkin park,6286
User 628,eminem,5373
User 628,red hot chili peppers,4875
User 628,system of a down,3477
User 628,rage against the machine,1435
User 628,incubus,1133
User 628,green day,1090
User 628,led zeppelin,898
User 628,metallica,779
User 628,queen,735
User 628,radiohead,697
User 628,gorillaz,624
User 628,the rolling stones,592
User 628,nirvana,526
User 628,the killers,516
User 629,air,5348
User 629,kings of leon,2832
User 629,belle and sebastian,2573
User 629,björk,2417
User 629,rammstein,2342
User 629,pink floyd,1902
User 629,david bowie,1901
User 629,led zeppelin,1500
User 629,placebo,1365
User 629,muse,1234
User 629,red hot chili peppers,1172
User 629,the beatles,1137
User 629,boards of canada,1131
User 629,iron maiden,1127
User 629,foo fighters,1046
User 630,nightwish,10722
User 630,disturbed,5598
User 630,in flames,3119
User 630,children of bodom,1854
User 630,linkin park,1244
User 630,rammstein,1192
User 630,iron maiden,1054
User 630,koЯn,971
User 630,system of a down,815
User 630,nine inch nails,675
User 630,evanescence,658
User 630,the offspring,624
User 630,tool,483
User 631,led zeppelin,12043
User 631,pink floyd,4487
User 631,amy winehouse,1475
User 631,porcupine tree,1390
User 631,opeth,1234
User 631,queens of the stone age,1119
User 631,radiohead,975
User 631,a perfect circle,880
User 631,incubus,785
User 631,iron maiden,754
User 631,ramones,624
User 631,tool,609
User 631,massive attack,552
User 631,queen,464
User 631,portishead,419
User 631,the beatles,410
User 631,nightwish,391
User 631,nine inch nails,378
User 632,blink-182,5534
User 632,linkin park,4353
User 632,a perfect circle,2709
User 632,death cab for cutie,2400
User 632,metallica,2069
User 632,the offspring,2042
User 632,system of a down,1977
User 632,green day,1546
User 632,incubus,1508
User 632,led zeppelin,1323
User 632,coldplay,1181
User 632,disturbed,1160
User 632,eminem,1155
User 633,foo fighters,4032
User 633,queens of the stone age,2837
User 633,nirvana,2542
User 633,the white stripes,2146
User 633,franz ferdinand,1808
User 633,iron maiden,1740
User 633,queen,1569
User 633,system of a down,1531
User 633,coldplay,1305
User 633,the strokes,1259
User 633,red hot chili peppers,1195
User 633,in flames,1097
User 633,marilyn manson,976
User 633,the smashing pumpkins,877
User 633,metallica,876
User 633,the beatles,791
User 633,daft punk,502
User 633,muse,394
User 633,radiohead,390
User 633,rage against the machine,371
User 633,green day,365
User 633,a perfect circle,352
User 634,the doors,13948
User 634,dream theater,7312
User 634,megadeth,2612
User 634,led zeppelin,1965
User 634,ac/dc,1033
User 634,pink floyd,762
User 634,iron maiden,753
User 634,porcupine tree,545
User 635,in flames,8905
User 635,rise against,5286
User 635,the offspring,4533
User 635,muse,3718
User 635,bad religion,2434
User 635,disturbed,2037
User 635,oasis,752
User 635,the smashing pumpkins,644
User 635,r.e.m.,620
User 636,radiohead,5964
User 636,incubus,5082
User 636,david bowie,3228
User 636,queens of the stone age,2393
User 636,tool,1755
User 636,a perfect circle,1659
User 636,boards of canada,1639
User 636,nine inch nails,1404
User 636,the strokes,1291
User 636,massive attack,1035
User 636,placebo,933
User 636,björk,866
User 636,the smashing pumpkins,850
User 636,portishead,810
User 637,nofx,8645
User 637,green day,6435
User 637,pearl jam,4436
User 637,metallica,4010
User 637,rise against,2193
User 637,blink-182,715
User 637,the offspring,673
User 637,avril lavigne,559
User 637,oasis,484
User 637,red hot chili peppers,368
User 637,tool,145
User 637,eminem,53
User 637,u2,46
User 637,paramore,45
User 637,kings of leon,21
User 637,arctic monkeys,13
User 637,placebo,13
User 637,bad religion,11
User 638,death cab for cutie,11382
User 638,jack johnson,5452
User 638,coldplay,3955
User 638,elliott smith,2540
User 638,the beatles,1853
User 638,arcade fire,1201
User 638,oasis,931
User 638,belle and sebastian,799
User 638,the shins,717
User 639,placebo,14727
User 639,koЯn,3221
User 639,tori amos,2037
User 639,marilyn manson,1546
User 639,the cure,1287
User 639,depeche mode,1271
User 639,tegan and sara,1240
User 639,david bowie,830
User 639,björk,732
User 639,a perfect circle,535
User 639,nine inch nails,452
User 639,portishead,448
User 639,the smashing pumpkins,443
User 639,linkin park,30
User 639,the rolling stones,16
User 640,the white stripes,3313
User 640,red hot chili peppers,3154
User 640,bob dylan,2965
User 640,nirvana,2206
User 640,the doors,2173
User 640,incubus,1866
User 640,led zeppelin,1668
User 640,johnny cash,1528
User 640,the beatles,1437
User 640,ac/dc,1222
User 640,queens of the stone age,840
User 640,belle and sebastian,811
User 640,franz ferdinand,772
User 640,arctic monkeys,690
User 640,metallica,633
User 640,muse,518
User 640,death cab for cutie,469
User 640,the prodigy,469
User 640,rage against the machine,466
User 640,bright eyes,437
User 640,kanye west,412
User 640,nine inch nails,383
User 640,modest mouse,362
User 641,the smiths,5549
User 641,tom waits,4532
User 641,the beatles,4237
User 641,pixies,3219
User 641,david bowie,2209
User 641,joy division,1640
User 641,the cure,1423
User 641,the clash,1287
User 641,the white stripes,1206
User 641,radiohead,1123
User 641,ramones,870
User 641,portishead,672
User 641,air,431
User 641,pink floyd,396
User 642,the beatles,28015
User 642,the doors,384
User 642,bob dylan,377
User 643,sufjan stevens,7816
User 643,sigur rós,5358
User 643,u2,3425
User 643,tom waits,2477
User 643,johnny cash,2416
User 643,coldplay,2094
User 643,death cab for cutie,2037
User 643,bob dylan,1942
User 643,belle and sebastian,617
User 643,the white stripes,588
User 644,the prodigy,3351
User 644,nirvana,2343
User 644,u2,2150
User 644,koЯn,2043
User 644,radiohead,1974
User 644,metallica,1741
User 644,rammstein,1524
User 644,red hot chili peppers,1456
User 644,queens of the stone age,1347
User 644,system of a down,1347
User 644,marilyn manson,1209
User 644,tool,1174
User 644,queen,848
User 644,pearl jam,830
User 644,björk,699
User 644,iron maiden,623
User 644,the rolling stones,616
User 644,franz ferdinand,561
User 644,daft punk,556
User 644,rage against the machine,494
User 644,the white stripes,493
User 644,gorillaz,478
User 644,beck,459
User 644,massive attack,436
User 645,u2,4941
User 645,moby,3054
User 645,depeche mode,2343
User 645,modest mouse,2107
User 645,kanye west,2104
User 645,blink-182,1562
User 645,the prodigy,1548
User 645,coldplay,1373
User 645,green day,954
User 645,the smashing pumpkins,827
User 645,the shins,826
User 645,death cab for cutie,775
User 645,r.e.m.,759
User 645,radiohead,737
User 645,muse,734
User 645,air,727
User 645,linkin park,718
User 645,nirvana,691
User 645,nine inch nails,674
User 645,daft punk,651
User 645,arcade fire,638
User 646,queens of the stone age,5004
User 646,linkin park,4540
User 646,a perfect circle,3499
User 646,disturbed,3287
User 646,nine inch nails,2761
User 646,foo fighters,2531
User 646,gorillaz,1626
User 646,the prodigy,1265
User 646,muse,1218
User 646,nirvana,817
User 646,rage against the machine,533
User 646,metallica,508
User 646,nightwish,434
User 646,air,410
User 646,the white stripes,307
User 647,in flames,4301
User 647,linkin park,4068
User 647,system of a down,3300
User 647,nine inch nails,3021
User 647,my chemical romance,2706
User 647,disturbed,2564
User 647,avril lavigne,2414
User 647,foo fighters,2349
User 647,the killers,2024
User 647,koЯn,1966
User 648,the smashing pumpkins,9155
User 648,my chemical romance,2139
User 648,fall out boy,2101
User 648,nine inch nails,1479
User 648,radiohead,1449
User 648,u2,1418
User 648,blink-182,1181
User 648,foo fighters,1136
User 648,björk,1095
User 648,depeche mode,1055
User 648,the killers,1040
User 648,green day,969
User 648,pearl jam,912
User 648,nofx,840
User 648,paramore,741
User 648,coldplay,708
User 648,queens of the stone age,650
User 648,metallica,631
User 649,franz ferdinand,20936
User 649,belle and sebastian,4103
User 649,rammstein,2605
User 649,linkin park,500
User 649,green day,249
User 649,the beatles,240
User 649,evanescence,62
User 650,interpol,23851
User 650,radiohead,1889
User 650,portishead,708
User 650,queens of the stone age,571
User 650,the smashing pumpkins,222
User 650,daft punk,206
User 650,sigur rós,178
User 650,depeche mode,170
User 650,belle and sebastian,166
User 650,nine inch nails,110
User 650,boards of canada,109
User 650,the beatles,107
User 650,the smiths,103
User 650,ac/dc,101
User 650,the clash,99
User 650,beck,98
User 651,depeche mode,4140
User 651,pixies,4094
User 651,r.e.m.,1920
User 651,pearl jam,1736
User 651,muse,1733
User 651,oasis,1611
User 651,radiohead,1563
User 651,the smashing pumpkins,1434
User 651,incubus,1210
User 651,nine inch nails,1054
User 651,queens of the stone age,1010
User 651,nofx,932
User 651,metallica,860
User 651,placebo,855
User 651,tori amos,840
User 651,modest mouse,817
User 651,pink floyd,791
User 651,green day,733
User 651,red hot chili peppers,730
User 651,the smiths,591
User 652,iron maiden,10216
User 652,queen,5595
User 652,megadeth,3645
User 652,ramones,2843
User 652,ac/dc,2054
User 652,led zeppelin,1717
User 652,pink floyd,727
User 652,red hot chili peppers,684
User 652,madonna,592
User 652,metallica,564
User 653,modest mouse,23854
User 653,death cab for cutie,1332
User 653,sigur rós,1129
User 653,pink floyd,1025
User 653,nirvana,556
User 653,in flames,364
User 653,pearl jam,194
User 653,the beatles,179
User 654,sufjan stevens,11014
User 654,elliott smith,3764
User 654,jack johnson,3015
User 654,coldplay,2920
User 654,radiohead,2714
User 654,death cab for cutie,1324
User 654,belle and sebastian,968
User 654,the kooks,920
User 654,sigur rós,750
User 654,bright eyes,730
User 654,the strokes,513
User 655,the offspring,6715
User 655,blink-182,6626
User 655,paramore,3308
User 655,system of a down,2728
User 655,nofx,2416
User 655,linkin park,1888
User 655,red hot chili peppers,1234
User 655,nirvana,965
User 655,ramones,934
User 655,foo fighters,801
User 655,the doors,239
User 655,slipknot,191
User 655,rammstein,173
User 655,green day,159
User 655,metallica,129
User 655,evanescence,123
User 656,red hot chili peppers,7190
User 656,nirvana,3545
User 656,foo fighters,3379
User 656,led zeppelin,2638
User 656,tool,2614
User 656,rage against the machine,1950
User 656,incubus,1122
User 656,system of a down,988
User 656,metallica,899
User 656,queens of the stone age,821
User 656,ac/dc,767
User 656,a perfect circle,673
User 656,rise against,485
User 656,muse,458
User 656,kings of leon,378
User 656,disturbed,281
User 656,coldplay,247
User 656,linkin park,192
User 657,in flames,14341
User 657,metallica,4067
User 657,children of bodom,3256
User 657,johnny cash,2303
User 657,iron maiden,2281
User 657,opeth,857
User 657,queen,768
User 657,nirvana,689
User 658,nine inch nails,7674
User 658,metallica,3951
User 658,tool,2192
User 658,ac/dc,2140
User 658,pink floyd,2105
User 658,green day,1958
User 658,depeche mode,1931
User 658,megadeth,1772
User 658,nofx,1496
User 658,my chemical romance,921
User 658,the prodigy,886
User 658,pearl jam,779
User 658,the doors,755
User 659,in flames,2618
User 659,marilyn manson,2221
User 659,system of a down,1943
User 659,slipknot,1787
User 659,blink-182,1701
User 659,koЯn,1626
User 659,green day,1507
User 659,nofx,1395
User 659,bad religion,1360
User 659,evanescence,1349
User 659,rammstein,1333
User 659,metallica,1188
User 659,rise against,1157
User 659,the offspring,1115
User 659,linkin park,1108
User 659,nightwish,1103
User 659,children of bodom,959
User 659,disturbed,882
User 659,pearl jam,757
User 659,rage against the machine,719
User 659,sonata arctica,679
User 660,tegan and sara,17431
User 660,death cab for cutie,3208
User 660,my chemical romance,2801
User 660,franz ferdinand,1558
User 660,the killers,1481
User 660,radiohead,1275
User 660,the smashing pumpkins,744
User 661,pearl jam,2835
User 661,radiohead,2060
User 661,queens of the stone age,1978
User 661,nirvana,1699
User 661,pink floyd,1446
User 661,pixies,1396
User 661,beck,1359
User 661,the smashing pumpkins,1269
User 661,bad religion,1208
User 661,red hot chili peppers,1207
User 661,led zeppelin,1164
User 661,bob dylan,1120
User 661,system of a down,1032
User 661,foo fighters,974
User 661,nofx,958
User 661,nine inch nails,914
User 661,porcupine tree,868
User 661,tool,833
User 661,the white stripes,813
User 661,tom waits,771
User 661,a perfect circle,755
User 661,the clash,725
User 661,muse,583
User 661,rage against the machine,518
User 662,incubus,22782
User 662,portishead,2518
User 662,arctic monkeys,1477
User 662,placebo,1050
User 662,tegan and sara,652
User 663,nirvana,4851
User 663,ramones,4115
User 663,radiohead,3888
User 663,pixies,3468
User 663,the clash,2955
User 663,belle and sebastian,2625
User 663,joy division,2588
User 663,the rolling stones,2297
User 663,david bowie,1608
User 664,in flames,9774
User 664,bad religion,5935
User 664,metallica,4597
User 664,sonata arctica,1742
User 664,iron maiden,1493
User 664,the offspring,1493
User 664,system of a down,1233
User 664,rammstein,862
User 664,r.e.m.,637
User 664,nirvana,260
User 664,slipknot,225
User 664,foo fighters,136
User 665,sigur rós,18347
User 665,placebo,2641
User 665,death cab for cutie,1474
User 665,coldplay,1174
User 665,system of a down,1140
User 665,u2,743
User 665,tool,704
User 665,radiohead,591
User 665,the killers,457
User 665,johnny cash,441
User 665,pearl jam,383
User 665,porcupine tree,262
User 666,muse,3983
User 666,queens of the stone age,3967
User 666,radiohead,2914
User 666,nine inch nails,2657
User 666,massive attack,2637
User 666,interpol,2601
User 666,arcade fire,1528
User 666,franz ferdinand,1170
User 666,kings of leon,1020
User 666,the killers,978
User 666,daft punk,668
User 666,portishead,601
User 666,bloc party,600
User 666,depeche mode,587
User 666,pixies,405
User 666,foo fighters,372
User 666,the strokes,357
User 666,beck,322
User 666,metallica,320
User 666,the beatles,311
User 666,sigur rós,308
User 667,depeche mode,7772
User 667,radiohead,2268
User 667,nine inch nails,2090
User 667,moby,1635
User 667,massive attack,1289
User 667,muse,1265
User 667,coldplay,1129
User 667,gorillaz,1104
User 667,rage against the machine,1084
User 667,red hot chili peppers,1068
User 667,blink-182,1030
User 667,the cure,1015
User 667,linkin park,871
User 667,the smashing pumpkins,871
User 667,placebo,787
User 667,the smiths,780
User 667,franz ferdinand,768
User 667,pearl jam,730
User 667,the strokes,700
User 668,r.e.m.,2913
User 668,u2,2895
User 668,massive attack,2125
User 668,depeche mode,1825
User 668,nine inch nails,1798
User 668,marilyn manson,1669
User 668,placebo,1573
User 668,portishead,1369
User 668,joy division,1254
User 668,the smashing pumpkins,1168
User 668,rammstein,1057
User 668,coldplay,1054
User 668,children of bodom,826
User 668,nirvana,748
User 668,system of a down,700
User 668,oasis,665
User 668,moby,631
User 668,red hot chili peppers,577
User 668,pink floyd,573
User 668,air,485
User 668,in flames,485
User 668,queen,437
User 668,tool,361
User 668,muse,358
User 668,slipknot,357
User 668,the cure,352
User 669,linkin park,4465
User 669,system of a down,3526
User 669,disturbed,3087
User 669,red hot chili peppers,2611
User 669,foo fighters,2038
User 669,incubus,1862
User 669,rise against,1758
User 669,slipknot,1381
User 669,blink-182,1213
User 669,tool,974
User 669,arctic monkeys,818
User 669,franz ferdinand,627
User 669,gorillaz,625
User 669,queens of the stone age,589
User 669,nine inch nails,543
User 669,my chemical romance,498
User 669,metallica,425
User 669,the killers,414
User 669,the kooks,414
User 669,koЯn,367
User 670,the smashing pumpkins,4510
User 670,porcupine tree,3467
User 670,sigur rós,2848
User 670,björk,2686
User 670,david bowie,2436
User 670,portishead,2254
User 670,opeth,1898
User 670,tool,1669
User 670,massive attack,1440
User 670,dream theater,1264
User 670,in flames,1090
User 670,a perfect circle,565
User 670,queens of the stone age,539
User 670,incubus,471
User 670,nine inch nails,463
User 670,pearl jam,337
User 670,radiohead,296
User 671,radiohead,2026
User 671,the beatles,1974
User 671,placebo,1892
User 671,led zeppelin,1777
User 671,interpol,1698
User 671,modest mouse,1536
User 671,pink floyd,1405
User 671,nirvana,1278
User 671,linkin park,1074
User 671,jack johnson,995
User 671,bloc party,981
User 671,pixies,944
User 671,eminem,939
User 671,coldplay,928
User 671,red hot chili peppers,920
User 671,queen,914
User 671,arcade fire,892
User 671,david bowie,750
User 671,a perfect circle,716
User 671,incubus,716
User 671,the smiths,682
User 671,beck,664
User 671,the cure,658
User 671,queens of the stone age,632
User 671,the strokes,630
User 671,my chemical romance,604
User 672,queens of the stone age,5214
User 672,radiohead,4493
User 672,the smashing pumpkins,2377
User 672,kings of leon,2110
User 672,muse,1975
User 672,foo fighters,1814
User 672,the white stripes,1444
User 672,modest mouse,1314
User 672,led zeppelin,1248
User 672,beck,1186
User 672,iron maiden,1123
User 672,megadeth,1082
User 672,pink floyd,971
User 672,marilyn manson,967
User 672,amy winehouse,894
User 673,nine inch nails,10696
User 673,foo fighters,5189
User 673,fall out boy,3890
User 673,in flames,3330
User 673,my chemical romance,2030
User 673,linkin park,1557
User 673,bad religion,1503
User 674,queen,6841
User 674,r.e.m.,5398
User 674,the beatles,4011
User 674,joy division,3002
User 674,belle and sebastian,1498
User 674,bob dylan,878
User 674,nirvana,732
User 674,the cure,724
User 674,the rolling stones,686
User 674,ac/dc,624
User 674,tom waits,593
User 674,u2,573
User 674,radiohead,561
User 674,the smiths,545
User 674,the offspring,533
User 674,johnny cash,501
User 674,metallica,479
User 675,ramones,12203
User 675,david bowie,3200
User 675,marilyn manson,2425
User 675,nofx,1334
User 675,the clash,1130
User 675,the cure,1048
User 675,in flames,1003
User 675,green day,869
User 675,the white stripes,825
User 675,nirvana,810
User 675,the doors,774
User 675,the beatles,728
User 675,queen,517
User 675,koЯn,514
User 675,the rolling stones,425
User 675,placebo,359
User 676,dream theater,20065
User 676,paramore,4372
User 676,nightwish,2280
User 676,megadeth,693
User 676,iron maiden,274
User 676,evanescence,124
User 676,ac/dc,122
User 676,avril lavigne,86
User 676,pink floyd,67
User 676,in flames,55
User 677,radiohead,5207
User 677,arcade fire,3243
User 677,interpol,2941
User 677,arctic monkeys,2581
User 677,pixies,1589
User 677,muse,1536
User 677,daft punk,1144
User 677,the smiths,1037
User 677,joy division,998
User 677,bloc party,732
User 677,the strokes,716
User 677,franz ferdinand,708
User 677,the clash,692
User 677,the beatles,553
User 677,led zeppelin,531
User 677,the white stripes,520
User 677,nirvana,428
User 677,ramones,418
User 677,kings of leon,401
User 677,pink floyd,381
User 677,portishead,375
User 677,rage against the machine,369
User 677,david bowie,336
User 677,sigur rós,268
User 677,green day,220
User 677,amy winehouse,199
User 678,radiohead,7272
User 678,bob dylan,3884
User 678,the beatles,2778
User 678,bloc party,2165
User 678,the smashing pumpkins,1533
User 678,pink floyd,1486
User 678,the smiths,1474
User 678,red hot chili peppers,1051
User 678,the shins,847
User 678,pearl jam,770
User 678,franz ferdinand,763
User 678,arcade fire,704
User 678,nine inch nails,693
User 678,björk,684
User 678,coldplay,484
User 678,led zeppelin,466
User 678,bright eyes,439
User 678,tom waits,235
User 678,beck,208
User 678,muse,177
User 679,the cure,4300
User 679,the smiths,3910
User 679,nine inch nails,3495
